-------------------------------------------------
Memory Layout Global Parameters:
/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels:
 Mapped to UserSet/Get/Apply Configuration Device[8]
-------------------------------------------------
This device:
;UserSet/GetConfig Parameters:
;;Nb. of Address Bits = 8
;;Nb. of Data Bits = 8
;;Nb. of 8-bits Words  = 186
;;Available Bit Size  = 1488 bits
;;Used Bit Size  = 1488 bits
;Associated UserSet on CHANNEL_DAQ, Index = 1
;;Associated UserSet Error [0] =  Address set for user set config command 'CHANNEL_DAQ' (User Set Index '1') is greater than allowed nb of words in FPGA
;Associated UserGetCmd on CHANNEL_DAQ, Index = 1
;Associated Reset Variable on Direct Parameters = AdcFsmConfLock
;Blocks Transfer Allowed
-------------------------------------------------
Variables Layout:

Order;Check;Start Index;Next Index;Tree Name;Name;Bit Size;Min;Max;MSB First;Active Low;Default;Description;Comment
10;;10;11;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel10/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
11;;11;12;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel11/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
12;;12;13;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel12/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
13;;13;14;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel13/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
14;;14;15;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel14/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
15;;15;16;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel15/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
16;;16;17;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel16/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
17;;17;18;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel17/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
18;;18;19;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel18/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
19;;19;20;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel19/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
20;;20;21;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel20/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
21;;21;22;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel21/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
22;;22;23;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel22/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
23;;23;24;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel23/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
24;;24;25;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel24/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
25;;25;26;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel25/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
26;;26;27;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel26/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
27;;27;28;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel27/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
28;;28;29;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel28/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
29;;29;30;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel29/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
30;;30;31;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel30/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
31;;31;32;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel31/Hit_En;Hit_En;1;0;1;;;1;Enable Timing Event measurements;
32;;32;33;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel0/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
33;;33;34;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel1/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
34;;34;35;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel2/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
35;;35;36;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel3/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
36;;36;37;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel4/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
37;;37;38;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel5/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
38;;38;39;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel6/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
39;;39;40;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel7/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
40;;40;41;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel8/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
41;;41;42;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel9/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
42;;42;43;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel10/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
43;;43;44;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel11/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
44;;44;45;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel12/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
45;;45;46;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel13/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
46;;46;47;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel14/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
47;;47;48;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel15/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
48;;48;49;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel16/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
49;;49;50;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel17/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
50;;50;51;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel18/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
51;;51;52;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel19/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
52;;52;53;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel20/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
53;;53;54;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel21/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
54;;54;55;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel22/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
55;;55;56;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel23/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
56;;56;57;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel24/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
57;;57;58;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel25/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
58;;58;59;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel26/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
59;;59;60;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel27/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
60;;60;61;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel28/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
61;;61;62;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel29/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
62;;62;63;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel30/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
63;;63;64;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel31/HG_En;HG_En;1;0;1;;;1;Enable High Gain Analog Event measurements;
64;;64;65;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel0/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
65;;65;66;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel1/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
66;;66;67;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel2/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
67;;67;68;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel3/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
68;;68;69;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel4/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
69;;69;70;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel5/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
70;;70;71;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel6/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
71;;71;72;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel7/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
72;;72;73;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel8/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
73;;73;74;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel9/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
74;;74;75;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel10/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
75;;75;76;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel11/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
76;;76;77;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel12/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
77;;77;78;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel13/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
78;;78;79;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel14/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
79;;79;80;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel15/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
80;;80;81;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel16/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
81;;81;82;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel17/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
82;;82;83;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel18/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
83;;83;84;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel19/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
84;;84;85;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel20/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
85;;85;86;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel21/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
86;;86;87;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel22/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
87;;87;88;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel23/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
88;;88;89;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel24/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
89;;89;90;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel25/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
90;;90;91;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel26/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
91;;91;92;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel27/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
92;;92;93;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel28/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
93;;93;94;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel29/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
94;;94;95;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel30/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
95;;95;96;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel31/LG_En;LG_En;1;0;1;;;1;Enable Low Gain Analog Event measurements;
96;;96;97;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel0/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
97;;97;98;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel1/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
98;;98;99;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel2/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
99;;99;100;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel3/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
100;;100;101;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel4/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
101;;101;102;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel5/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
102;;102;103;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel6/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
103;;103;104;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel7/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
104;;104;105;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel8/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
105;;105;106;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel9/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
106;;106;107;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel10/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
107;;107;108;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel11/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
108;;108;109;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel12/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
109;;109;110;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel13/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
110;;110;111;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel14/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
111;;111;112;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel15/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
112;;112;113;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel16/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
113;;113;114;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel17/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
114;;114;115;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel18/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
115;;115;116;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel19/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
116;;116;117;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel20/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
117;;117;118;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel21/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
118;;118;119;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel22/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
119;;119;120;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel23/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
120;;120;121;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel24/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
121;;121;122;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel25/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
122;;122;123;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel26/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
123;;123;124;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel27/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
124;;124;125;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel28/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
125;;125;126;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel29/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
126;;126;127;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel30/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
127;;127;128;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Channels/Channel31/OR256tAdcEn;OR256tAdcEn;1;0;1;;;1;Enable ADC to be triggered by individual ASIC trigger output in Or32tADC mode;
128;;128;140;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Thresholds/FPGA-Analog-Compare/HG;HG;12;0;4095;;;4095;High Gain threshold to push DAQ from ADC values (12-bits [0-4095]);MSb=140, LSb=128
129;;140;152;/FEB_CONFIG/FPGA-DAQ/FPGA-DAQ-Channels/ASIC0/Thresholds/FPGA-Analog-Compare/LG;LG;12;0;4095;;;4095;Low Gain threshold to push DAQ from ADC values (12-bits [0-4095]);MSb=152, LSb=140
