-------------------------------------------------
Memory Layout Global Parameters:
/FEB_CONFIG/ASICS/ASIC3:
;Mapped to DPRAM Configuration Device[3]
;DPRAM Total Size (all devices) = 16384 bits (1024 x 16-bits)
;DPRAM Total Nb. of Address lines = 10 (16-bits data width)
;DPRAM Device Selection Address lines (MSBs) = 3
;DPRAM Device Sub-area Address lines (LSBs) = 7
-------------------------------------------------
This device:
;DPRAM Device Size = 128 x 16-bits (2048 bits)
;DPRAM Device Index = 3 (on DPRAM 3-bits MSB address lines)
;DPRAM Device Arguments Length = 72 (1152 bits)
;DPRAM Device Apply Field = 255
;DPRAM Device Available Bit Size  = 2048 bits
;DPRAM Device Transferred Bit Size  = 1152 bits
;DPRAM Device Used Bit Size  = 1144 bits
-------------------------------------------------
Variables Layout:

Order;Check;Start Index;Next Index;Tree Name;Name;Bit Size;Min;Max;MSB First;Active Low;Default;Description;Comment
10;;1104;1100;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1100, LSb=1104
11;;1100;1096;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1096, LSb=1100
12;;1096;1092;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1092, LSb=1096
13;;1092;1088;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1088, LSb=1092
14;;1088;1084;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1084, LSb=1088
15;;1084;1080;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1080, LSb=1084
16;;1080;1076;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1076, LSb=1080
17;;1076;1072;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1072, LSb=1076
18;;1072;1068;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel18/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1068, LSb=1072
19;;1068;1064;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel19/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1064, LSb=1068
20;;1064;1060;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel20/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1060, LSb=1064
21;;1060;1056;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel21/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1056, LSb=1060
22;;1056;1052;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel22/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1052, LSb=1056
23;;1052;1048;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel23/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1048, LSb=1052
24;;1048;1044;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel24/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1044, LSb=1048
25;;1044;1040;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel25/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1040, LSb=1044
26;;1040;1036;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel26/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1036, LSb=1040
27;;1036;1032;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel27/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1032, LSb=1036
28;;1032;1028;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel28/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1028, LSb=1032
29;;1028;1024;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel29/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1024, LSb=1028
30;;1024;1020;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel30/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1020, LSb=1024
31;;1020;1016;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel31/DAC4bTrigger_t;DAC4bTrigger_t;4;0;15;1;;15;DAC fast trigger threshold (4-bits, [0-15]);MSb=1016, LSb=1020
32;;1016;1012;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=1012, LSb=1016
33;;1012;1008;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=1008, LSb=1012
34;;1008;1004;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=1004, LSb=1008
35;;1004;1000;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=1000, LSb=1004
36;;1000;996;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=996, LSb=1000
37;;996;992;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=992, LSb=996
38;;992;988;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=988, LSb=992
39;;988;984;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=984, LSb=988
40;;984;980;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=980, LSb=984
41;;980;976;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=976, LSb=980
42;;976;972;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=972, LSb=976
43;;972;968;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=968, LSb=972
44;;968;964;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=964, LSb=968
45;;964;960;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=960, LSb=964
46;;960;956;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=956, LSb=960
47;;956;952;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=952, LSb=956
48;;952;948;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=948, LSb=952
49;;948;944;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=944, LSb=948
50;;944;940;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel18/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=940, LSb=944
51;;940;936;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel19/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=936, LSb=940
52;;936;932;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel20/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=932, LSb=936
53;;932;928;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel21/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=928, LSb=932
54;;928;924;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel22/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=924, LSb=928
55;;924;920;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel23/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=920, LSb=924
56;;920;916;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel24/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=916, LSb=920
57;;916;912;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel25/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=912, LSb=916
58;;912;908;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel26/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=908, LSb=912
59;;908;904;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel27/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=904, LSb=908
60;;904;900;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel28/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=900, LSb=904
61;;900;896;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel29/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=896, LSb=900
62;;896;892;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel30/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=892, LSb=896
63;;892;888;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel31/DAC4bTrigger;DAC4bTrigger;4;0;15;1;;15;DAC trigger threshold (4-bits, [0-15]);MSb=888, LSb=892
64;;888;887;/FEB_CONFIG/ASICS/ASIC3/PowerModes/DiscriEn;DiscriEn;1;0;1;;;1;;
65;;887;886;/FEB_CONFIG/ASICS/ASIC3/PowerModes/DiscriDisPP;DiscriDisPP;1;0;1;;;1;;
66;;886;885;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/RSorDiscri;RSorDiscri;1;0;1;;;0;Switch logical discriminator to Reset/Set mode (checked) or standard discriminator (not checked);
67;;885;884;/FEB_CONFIG/ASICS/ASIC3/PowerModes/Discri_tEn;Discri_tEn;1;0;1;;;1;;
68;;884;883;/FEB_CONFIG/ASICS/ASIC3/PowerModes/Discri_tDisPP;Discri_tDisPP;1;0;1;;;1;;
69;;883;882;/FEB_CONFIG/ASICS/ASIC3/PowerModes/DAC4bEn;DAC4bEn;1;0;1;;;1;;
70;;882;881;/FEB_CONFIG/ASICS/ASIC3/PowerModes/DAC4bDisPP;DAC4bDisPP;1;0;1;;;1;;
71;;881;880;/FEB_CONFIG/ASICS/ASIC3/PowerModes/DAC4b_tEn;DAC4b_tEn;1;0;1;;;1;;
72;;880;879;/FEB_CONFIG/ASICS/ASIC3/PowerModes/DAC4b_tDisPP;DAC4b_tDisPP;1;0;1;;;1;;
73;;879;878;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
74;;878;877;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel1/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
75;;877;876;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel2/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
76;;876;875;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel3/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
77;;875;874;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel4/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
78;;874;873;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel5/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
79;;873;872;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel6/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
80;;872;871;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel7/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
81;;871;870;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel8/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
82;;870;869;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel9/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
83;;869;868;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel10/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
84;;868;867;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel11/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
85;;867;866;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel12/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
86;;866;865;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel13/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
87;;865;864;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel14/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
88;;864;863;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel15/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
89;;863;862;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel16/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
90;;862;861;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel17/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
91;;861;860;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel18/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
92;;860;859;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel19/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
93;;859;858;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel20/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
94;;858;857;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel21/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
95;;857;856;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel22/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
96;;856;855;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel23/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
97;;855;854;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel24/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
98;;854;853;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel25/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
99;;853;852;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel26/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
100;;852;851;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel27/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
101;;851;850;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel28/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
102;;850;849;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel29/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
103;;849;848;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel30/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
104;;848;847;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel31/DiscriMask;DiscriMask;1;0;1;;1;0;Disable the normal threshold discriminator (OR32 & NOR32 line only) when checked;
105;;847;846;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_T_H_DisPP;HG_T_H_DisPP;1;0;1;;;1;;
106;;846;845;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_T_H_En;HG_T_H_En;1;0;1;;;1;;
107;;845;844;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_TH_DisPP;LG_TH_DisPP;1;0;1;;;1;;
108;;844;843;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_TH_En;LG_TH_En;1;0;1;;;1;;
109;;843;842;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/SCAweakBias;SCAweakBias;1;0;1;;;0;Enable SCA weak bias;
110;;842;841;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_PdetDisPP;HG_PdetDisPP;1;0;1;;;1;;
111;;841;840;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_PdetEn;HG_PdetEn;1;0;1;;;1;;
112;;840;839;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_PdetDisPP;LG_PdetDisPP;1;0;1;;;1;;
113;;839;838;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_PdetEn;LG_PdetEn;1;0;1;;;1;;
114;;838;837;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/HG_SCAorPeakD;HG_SCAorPeakD;1;0;1;;;1;Enable High Gain Track&Hold SCA mode (checked) or Peak Detector(not checked);
115;;837;836;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/LG_SCAorPeakD;LG_SCAorPeakD;1;0;1;;;1;Enable Low Gain Track&Hold SCA mode (checked) or Peak Detector(not checked);
116;;836;835;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/PeakSensingBypass;PeakSensingBypass;1;0;1;;;0;Debug mode for Peak Detector : Bypass the Peak Sensing logical cell and use external pin PSmode (checked) - only if PD mode enabled;
117;;835;834;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/SelTrigExtPSC;SelTrigExtPSC;1;0;1;;;0;Select ext. pin PSGTrig for PD trigger input (checked) else standard channel discri ouptup used for PD - only if PD mode enabled;
118;;834;833;/FEB_CONFIG/ASICS/ASIC3/PowerModes/FastShaperFollowerDisPP;FastShaperFollowerDisPP;1;0;1;;;1;;
119;;833;832;/FEB_CONFIG/ASICS/ASIC3/PowerModes/FastShaperEn;FastShaperEn;1;0;1;;;1;;
120;;832;831;/FEB_CONFIG/ASICS/ASIC3/PowerModes/FastShaperDisPP;FastShaperDisPP;1;0;1;;;1;;
121;;831;830;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_SlowShaperDisPP;LG_SlowShaperDisPP;1;0;1;;;1;;
122;;830;829;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_SlowShaperEn;LG_SlowShaperEn;1;0;1;;;1;;
123;;829;826;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/LG_SH_TimeConstant;LG_SH_TimeConstant;3;1;7;1;1;7;Low Gain Slow Shaper Time Constant (1:12.5ns, 7:87.5ns);MSb=826, LSb=829
124;;826;825;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_SlowShaperDisPP;HG_SlowShaperDisPP;1;0;1;;;1;;
125;;825;824;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_SlowShaperEn;HG_SlowShaperEn;1;0;1;;;1;;
126;;824;821;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/HG_SH_TimeConstant;HG_SH_TimeConstant;3;1;7;1;1;7;High Gain Slow Shaper Time Constant (3-bits, 1:12.5ns-7:87.5ns);MSb=821, LSb=824
127;;821;820;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/LG_PA_WeakBias;LG_PA_WeakBias;1;0;1;;;0;Enable Low Gain weak bias;
128;;820;819;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_PA_DisPP;LG_PA_DisPP;1;0;1;;;1;;
129;;819;818;/FEB_CONFIG/ASICS/ASIC3/PowerModes/LG_PA_En;LG_PA_En;1;0;1;;;1;;
130;;818;817;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_PA_DisPP;HG_PA_DisPP;1;0;1;;;1;;
131;;817;816;/FEB_CONFIG/ASICS/ASIC3/PowerModes/HG_PA_En;HG_PA_En;1;0;1;;;1;;
132;;816;815;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/FastShaperOnLG;FastShaperOnLG;1;0;1;;;0;Switch fast shaper on Low Gain path (checked) or High Gain path (not checked);
133;;815;814;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/InputDAC_En;InputDAC_En;1;0;1;;;1;Enable all 32 individual input DAC;
134;;814;813;/FEB_CONFIG/ASICS/ASIC3/GlobalControl/InputDAC_4V5ref;InputDAC_4V5ref;1;0;1;;;1;Set input DAC to 4.5V reference (checked) or 2.5V reference (not checked);
135;;813;805;/FEB_CONFIG/ASICS/ASIC3/Channels/Channel0/inputDAC;inputDAC;8;0;255;;;0;Input DAC level (8-bits, [0-255], 0=5V on DAC i.e. Min HV on SiPM);MSb=813, LSb=805
